,Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
16621,0,ADULT,2260,340,20 to 24 years,M6,Mission,June,2016.0,z,email,True,2003,False,10.0
16623,0,ADULT,1,0,25 to 34 years,X,Main Library,May,2009.0,z,email,True,2006,False,2.0
16624,0,ADULT,3021,849,20 to 24 years,E9,Excelsior,September,2014.0,z,email,True,2003,False,11.0
16625,3,SENIOR,6,1,65 to 74 years,R3,Richmond,November,2012.0,p,phone,False,2003,False,1.0
16627,0,ADULT,2,0,25 to 34 years,M6,Mission,April,2009.0,p,phone,False,2009,False,11.0
16628,0,ADULT,59,18,60 to 64 years,R3,Richmond,May,2016.0,z,email,True,2003,False,1.0
16629,0,ADULT,1,0,35 to 44 years,B4,Bernal Heights,April,2013.0,z,email,True,2013,False,11.0
16630,0,ADULT,373,33,25 to 34 years,R3,Richmond,March,2016.0,p,phone,True,2009,False,1.0
16632,0,ADULT,27,40,45 to 54 years,P3,Parkside,August,2015.0,z,email,True,2005,False,4.0
16635,0,ADULT,80,121,25 to 34 years,X,Main Library,December,2012.0,z,email,True,2008,False,4.0
16636,0,ADULT,84,31,25 to 34 years,N6,North Beach,June,2014.0,z,email,True,2003,False,11.0
16638,0,ADULT,2,0,20 to 24 years,X,Main Library,January,2013.0,z,email,True,2012,False,6.0
16639,0,ADULT,1844,252,20 to 24 years,M2,Marina,July,2016.0,z,email,True,2003,False,5.0
16641,0,ADULT,45,3,25 to 34 years,I5,Ingleside,May,2016.0,z,email,True,2013,False,7.0
16642,0,ADULT,2428,609,35 to 44 years,S7,Sunset,July,2016.0,z,email,True,2003,False,5.0
16644,0,ADULT,15,11,35 to 44 years,X,Main Library,July,2011.0,z,email,True,2009,False,9.0
16646,0,ADULT,6,4,55 to 59 years,X,Main Library,July,2012.0,z,email,True,2008,False,3.0
16647,0,ADULT,1338,1313,60 to 64 years,B4,Bernal Heights,May,2015.0,z,email,True,2003,False,9.0
16648,0,ADULT,2,2,25 to 34 years,X,Main Library,September,2014.0,z,email,True,2013,False,10.0
16649,0,ADULT,207,11,45 to 54 years,M6,Mission,August,2015.0,a,print,False,2003,False,7.0
16650,0,ADULT,11,0,35 to 44 years,X,Main Library,February,2015.0,p,phone,False,2005,False,7.0
16652,0,ADULT,0,0,55 to 59 years,M6,Mission,September,2010.0,p,phone,False,2004,False,6.0
16653,0,ADULT,754,543,35 to 44 years,P9,Presidio,July,2016.0,z,email,True,2003,False,2.0
16655,0,ADULT,632,31,20 to 24 years,R3,Richmond,June,2014.0,p,phone,False,2003,False,7.0
16656,0,ADULT,110,1,35 to 44 years,R3,Richmond,July,2016.0,z,email,True,2009,False,4.0
16657,0,ADULT,295,301,20 to 24 years,M8,Mission Bay,June,2016.0,z,email,True,2003,False,10.0
16658,0,ADULT,16,0,55 to 59 years,P3,Parkside,July,2016.0,z,email,True,2013,False,7.0
16659,0,ADULT,110,38,45 to 54 years,X,Main Library,March,2016.0,a,print,False,2012,False,6.0
16660,0,ADULT,2,0,45 to 54 years,X,Main Library,March,2014.0,z,email,True,2014,False,10.0
16662,0,ADULT,0,0,25 to 34 years,P1,Park,December,2015.0,z,email,True,2015,False,7.0
16665,0,ADULT,48,3,25 to 34 years,X,Main Library,October,2013.0,z,email,True,2009,False,8.0
16666,0,ADULT,14,0,35 to 44 years,M4,Merced,May,2016.0,z,email,True,2016,False,7.0
16669,0,ADULT,9,2,35 to 44 years,N4,Noe Valley/Sally Brunn,July,2014.0,z,email,True,2013,False,8.0
16670,0,ADULT,253,241,45 to 54 years,W4,Western Addition,August,2014.0,z,email,True,2004,False,4.0
16671,0,ADULT,10,6,25 to 34 years,N4,Noe Valley/Sally Brunn,August,2013.0,z,email,True,2011,False,9.0
16674,0,ADULT,0,0,25 to 34 years,X,Main Library,September,2012.0,z,email,True,2012,False,6.0
16675,0,ADULT,38,48,45 to 54 years,M2,Marina,February,2013.0,z,email,True,2004,False,7.0
16676,0,ADULT,27,34,45 to 54 years,P9,Presidio,July,2016.0,z,email,True,2010,False,3.0
16677,0,ADULT,37,33,25 to 34 years,X,Main Library,October,2015.0,z,email,True,2011,False,8.0
16679,0,ADULT,7,0,25 to 34 years,X,Main Library,September,2015.0,z,email,True,2015,False,3.0
16680,0,ADULT,3,0,55 to 59 years,C2,Chinatown,March,2016.0,z,email,True,2016,False,3.0
16681,0,ADULT,157,104,35 to 44 years,G4,Glen Park,January,2014.0,z,email,True,2008,False,8.0
16684,0,ADULT,107,21,45 to 54 years,X,Main Library,May,2016.0,z,email,True,2003,False,5.0
16686,3,SENIOR,144,89,65 to 74 years,G6,Golden Gate Valley,July,2016.0,z,email,True,2003,False,2.0
16689,0,ADULT,460,258,35 to 44 years,M4,Merced,May,2016.0,z,email,True,2003,False,7.0
16690,0,ADULT,487,210,60 to 64 years,R3,Richmond,July,2016.0,z,email,True,2003,False,1.0
16691,0,ADULT,43,123,25 to 34 years,X,Main Library,June,2013.0,z,email,True,2012,False,6.0
16692,0,ADULT,22,0,20 to 24 years,I5,Ingleside,November,2013.0,p,phone,True,2011,False,4.0
16694,0,ADULT,8,0,35 to 44 years,X,Main Library,June,2015.0,z,email,True,2009,False,11.0
16696,0,ADULT,11,0,25 to 34 years,O7,Ortega,October,2014.0,z,email,True,2008,False,1.0
16698,0,ADULT,11,0,35 to 44 years,E9,Excelsior,December,2015.0,p,phone,False,2015,False,11.0
16699,0,ADULT,257,59,25 to 34 years,G6,Golden Gate Valley,July,2016.0,z,email,True,2012,False,1.0
16700,3,SENIOR,24,0,65 to 74 years,M2,Marina,January,2015.0,z,email,True,2009,False,2.0
16701,0,ADULT,2,0,20 to 24 years,P5,Portola,February,2012.0,z,email,True,2010,False,10.0
16702,0,ADULT,34,6,25 to 34 years,R3,Richmond,October,2015.0,z,email,True,2010,False,1.0
16703,3,SENIOR,116,51,65 to 74 years,G4,Glen Park,July,2016.0,z,email,True,2010,False,8.0
16705,0,ADULT,2,4,35 to 44 years,M8,Mission Bay,February,2014.0,a,print,False,2013,False,6.0
16706,0,ADULT,9,34,35 to 44 years,M2,Marina,February,2011.0,z,email,True,2010,False,2.0
16708,0,ADULT,118,28,25 to 34 years,X,Main Library,January,2015.0,z,email,True,2014,False,6.0
16710,3,SENIOR,595,399,65 to 74 years,G4,Glen Park,July,2016.0,p,phone,False,2003,False,8.0
16711,0,ADULT,1,0,35 to 44 years,X,Main Library,September,2015.0,z,email,True,2015,False,6.0
16714,0,ADULT,31,37,35 to 44 years,N4,Noe Valley/Sally Brunn,June,2016.0,z,email,True,2009,False,8.0
16717,0,ADULT,62,4,60 to 64 years,M6,Mission,January,2016.0,z,email,True,2011,False,9.0
16718,0,ADULT,142,49,45 to 54 years,X,Main Library,April,2016.0,z,email,True,2003,False,5.0
16720,0,ADULT,4,0,20 to 24 years,S7,Sunset,July,2013.0,z,email,True,2013,False,3.0
16721,0,ADULT,59,14,55 to 59 years,G4,Glen Park,January,2016.0,z,email,True,2010,False,7.0
16722,0,ADULT,83,0,35 to 44 years,S7,Sunset,September,2008.0,a,print,False,2003,False,4.0
16723,0,ADULT,18,41,25 to 34 years,X,Main Library,August,2014.0,z,email,True,2011,False,6.0
16725,0,ADULT,121,18,35 to 44 years,M2,Marina,September,2014.0,z,email,True,2010,False,2.0
16726,0,ADULT,280,49,45 to 54 years,I5,Ingleside,July,2016.0,z,email,True,2012,False,10.0
16727,0,ADULT,311,277,35 to 44 years,O7,Ortega,May,2016.0,p,phone,False,2003,False,4.0
16728,0,ADULT,2651,2247,35 to 44 years,O7,Ortega,July,2016.0,z,email,True,2003,False,4.0
16729,0,ADULT,38,80,55 to 59 years,P3,Parkside,December,2015.0,z,email,True,2003,False,1.0
16730,0,ADULT,0,0,25 to 34 years,M8,Mission Bay,June,2016.0,z,email,True,2016,False,6.0
16731,0,ADULT,9,2,55 to 59 years,X,Main Library,December,2015.0,z,email,True,2013,False,5.0
16733,0,ADULT,126,44,55 to 59 years,S7,Sunset,February,2016.0,z,email,True,2003,False,4.0
16734,0,ADULT,14,1,55 to 59 years,A5,Anza,December,2014.0,z,email,True,2003,False,1.0
16735,0,ADULT,44,47,35 to 44 years,N4,Noe Valley/Sally Brunn,February,2016.0,z,email,True,2014,False,8.0
16739,4,WELCOME,1,0,25 to 34 years,P9,Presidio,May,2016.0,z,email,True,2016,False,2.0
16741,3,SENIOR,53,4,65 to 74 years,V3,Visitacion Valley,July,2015.0,p,phone,False,2013,False,10.0
16743,0,ADULT,371,25,25 to 34 years,C2,Chinatown,May,2015.0,p,phone,False,2003,False,3.0
16744,3,SENIOR,36,51,65 to 74 years,E9,Excelsior,July,2016.0,z,email,True,2003,False,11.0
16745,0,ADULT,45,2,25 to 34 years,O7,Ortega,January,2013.0,z,email,True,2004,False,4.0
16746,0,ADULT,7,0,60 to 64 years,C2,Chinatown,February,2013.0,z,email,True,2004,False,7.0
16747,0,ADULT,7,0,35 to 44 years,A5,Anza,August,2013.0,z,email,True,2008,False,1.0
16748,0,ADULT,2285,997,45 to 54 years,S7,Sunset,July,2016.0,z,email,True,2013,False,4.0
16749,0,ADULT,174,231,25 to 34 years,R3,Richmond,September,2015.0,z,email,True,2005,False,1.0
16750,0,ADULT,42,55,25 to 34 years,N6,North Beach,July,2016.0,z,email,True,2013,False,3.0
16751,0,ADULT,12,0,45 to 54 years,X,Main Library,March,2016.0,z,email,True,2008,False,3.0
16752,0,ADULT,9,1,55 to 59 years,X,Main Library,March,2016.0,p,phone,False,2013,False,6.0
16753,0,ADULT,3,5,45 to 54 years,X,Main Library,February,2015.0,p,phone,True,2014,False,8.0
16755,0,ADULT,5,5,25 to 34 years,M4,Merced,February,2013.0,z,email,True,2012,False,7.0
16758,0,ADULT,5,5,20 to 24 years,M6,Mission,September,2013.0,p,phone,True,2013,False,9.0
16760,0,ADULT,7,6,55 to 59 years,P9,Presidio,December,2015.0,z,email,True,2015,False,2.0
16764,3,SENIOR,136,19,65 to 74 years,P7,Potrero,July,2016.0,z,email,True,2003,False,10.0
16766,0,ADULT,10,0,25 to 34 years,X,Main Library,November,2015.0,z,email,True,2003,False,5.0
16767,0,ADULT,1550,482,55 to 59 years,I5,Ingleside,June,2014.0,z,email,True,2003,False,7.0
16768,0,ADULT,93,3,25 to 34 years,M6,Mission,November,2012.0,z,email,True,2008,False,7.0
16769,0,ADULT,1,2,20 to 24 years,I5,Ingleside,March,2015.0,p,phone,False,2015,False,11.0
16771,0,ADULT,786,412,45 to 54 years,X,Main Library,July,2016.0,z,email,True,2003,False,7.0
16772,0,ADULT,94,161,35 to 44 years,M6,Mission,November,2014.0,z,email,True,2012,False,8.0
16773,0,ADULT,84,58,45 to 54 years,M4,Merced,April,2016.0,z,email,True,2013,False,7.0
16774,0,ADULT,18,20,25 to 34 years,E9,Excelsior,August,2014.0,z,email,True,2008,False,11.0
16776,0,ADULT,3,8,25 to 34 years,M8,Mission Bay,June,2016.0,z,email,True,2016,False,6.0
16777,0,ADULT,23,53,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2015,False,8.0
16779,0,ADULT,54,9,55 to 59 years,M6,Mission,February,2015.0,p,phone,False,2012,False,8.0
16780,0,ADULT,24,35,35 to 44 years,X,Main Library,February,2016.0,z,email,True,2003,False,9.0
16782,0,ADULT,13,0,25 to 34 years,E9,Excelsior,May,2013.0,z,email,True,2010,False,11.0
16785,10,VISITOR,3,0,45 to 54 years,X,Main Library,January,2014.0,z,email,True,2014,True,6.0
16786,0,ADULT,3,0,45 to 54 years,V3,Visitacion Valley,April,2016.0,p,phone,True,2012,False,10.0
16787,0,ADULT,90,41,60 to 64 years,A5,Anza,November,2015.0,z,email,True,2012,False,1.0
16789,0,ADULT,9,11,25 to 34 years,X,Main Library,October,2015.0,z,email,True,2014,False,11.0
16791,0,ADULT,212,122,45 to 54 years,X,Main Library,July,2016.0,z,email,True,2003,False,6.0
16793,0,ADULT,4,0,25 to 34 years,R3,Richmond,September,2015.0,z,email,True,2014,False,2.0
16794,0,ADULT,473,54,45 to 54 years,X,Main Library,July,2016.0,z,email,True,2008,False,6.0
16795,0,ADULT,1,0,45 to 54 years,X,Main Library,May,2011.0,a,print,False,2003,False,4.0
16796,0,ADULT,28,13,35 to 44 years,E7,Eureka Valley/Harvey Milk Memorial,July,2016.0,z,email,True,2014,False,10.0
16797,0,ADULT,267,204,25 to 34 years,C2,Chinatown,May,2016.0,z,email,True,2008,False,3.0
16800,3,SENIOR,27,3,65 to 74 years,S7,Sunset,July,2016.0,p,phone,False,2008,False,5.0
16802,0,ADULT,8,0,45 to 54 years,R3,Richmond,April,2013.0,z,email,True,2013,False,1.0
16803,0,ADULT,22,0,25 to 34 years,X,Main Library,October,2015.0,a,print,False,2011,False,6.0
16805,0,ADULT,94,9,45 to 54 years,C2,Chinatown,July,2016.0,z,email,True,2014,False,3.0
16808,3,SENIOR,23,0,65 to 74 years,N6,North Beach,August,2014.0,a,print,False,2011,False,6.0
16809,0,ADULT,43,6,35 to 44 years,O7,Ortega,March,2016.0,z,email,True,2014,False,4.0
16814,0,ADULT,352,118,35 to 44 years,X,Main Library,September,2013.0,z,email,True,2005,False,4.0
16815,0,ADULT,1,0,25 to 34 years,E9,Excelsior,May,2013.0,z,email,True,2013,False,9.0
16816,0,ADULT,2719,873,60 to 64 years,E7,Eureka Valley/Harvey Milk Memorial,February,2016.0,z,email,True,2003,False,6.0
16818,3,SENIOR,62,28,65 to 74 years,M2,Marina,July,2014.0,p,phone,False,2003,False,2.0
16824,0,ADULT,164,4,45 to 54 years,X,Main Library,March,2012.0,z,email,True,2003,False,1.0
16827,0,ADULT,4,1,25 to 34 years,I5,Ingleside,April,2013.0,z,email,True,2012,False,11.0
16830,3,SENIOR,178,101,65 to 74 years,W2,West Portal,July,2016.0,z,email,True,2003,False,7.0
16831,0,ADULT,11,4,45 to 54 years,M4,Merced,November,2015.0,p,phone,False,2011,False,11.0
16832,0,ADULT,201,181,45 to 54 years,M4,Merced,July,2015.0,z,email,True,2003,False,7.0
16834,0,ADULT,42,0,25 to 34 years,M6,Mission,August,2015.0,z,email,True,2013,False,7.0
16835,0,ADULT,72,0,45 to 54 years,YB,Unknown,April,2015.0,z,email,True,2014,False,6.0
16837,0,ADULT,20,39,45 to 54 years,R3,Richmond,October,2014.0,z,email,True,2003,False,1.0
16840,0,ADULT,69,18,55 to 59 years,M8,Mission Bay,March,2016.0,z,email,True,2006,False,6.0
16841,0,ADULT,50,5,45 to 54 years,X,Main Library,March,2016.0,z,email,True,2009,False,7.0
16842,0,ADULT,1,0,20 to 24 years,X,Main Library,May,2008.0,z,email,True,2006,False,5.0
16844,0,ADULT,1,3,25 to 34 years,N6,North Beach,October,2014.0,z,email,True,2014,False,3.0
16845,0,ADULT,3,0,20 to 24 years,X,Main Library,September,2014.0,z,email,True,2014,False,6.0
16848,3,SENIOR,18,23,65 to 74 years,R3,Richmond,October,2015.0,z,email,True,2014,False,2.0
16849,0,ADULT,23,3,60 to 64 years,R3,Richmond,April,2016.0,z,email,True,2003,False,1.0
16850,0,ADULT,227,22,25 to 34 years,X,Main Library,November,2013.0,p,phone,False,2007,False,9.0
16851,0,ADULT,3,0,45 to 54 years,M6,Mission,May,2015.0,z,email,True,2015,False,11.0
16853,0,ADULT,20,0,25 to 34 years,G4,Glen Park,February,2015.0,z,email,True,2013,False,10.0
16854,0,ADULT,37,10,55 to 59 years,M6,Mission,October,2015.0,p,phone,False,2006,False,9.0
16856,4,WELCOME,1,0,25 to 34 years,M6,Mission,March,2014.0,z,email,True,2013,False,10.0
16857,0,ADULT,489,366,25 to 34 years,I5,Ingleside,June,2016.0,z,email,True,2010,False,8.0
16858,0,ADULT,183,6,20 to 24 years,P5,Portola,August,2015.0,z,email,True,2009,False,9.0
16860,0,ADULT,57,2,45 to 54 years,W2,West Portal,November,2015.0,p,phone,True,2004,False,7.0
16861,0,ADULT,42,0,45 to 54 years,C2,Chinatown,May,2014.0,p,phone,False,2010,False,10.0
16862,0,ADULT,2,0,55 to 59 years,B2,Bayview/Linda Brooks-Burton,December,2015.0,z,email,True,2015,False,10.0
16863,0,ADULT,6,0,25 to 34 years,X,Main Library,July,2015.0,p,phone,False,2014,False,6.0
16866,0,ADULT,0,0,35 to 44 years,S7,Sunset,April,2013.0,z,email,True,2013,False,5.0
16873,0,ADULT,23,0,25 to 34 years,X,Main Library,March,2016.0,z,email,True,2015,False,6.0
16874,0,ADULT,592,16,45 to 54 years,G6,Golden Gate Valley,October,2015.0,p,phone,False,2014,False,2.0
16875,0,ADULT,4,3,35 to 44 years,N4,Noe Valley/Sally Brunn,February,2016.0,a,print,True,2003,False,8.0
16877,3,SENIOR,21,2,65 to 74 years,O7,Ortega,July,2015.0,a,print,False,2008,False,4.0
16879,0,ADULT,325,182,25 to 34 years,P1,Park,January,2015.0,z,email,True,2006,False,5.0
16880,0,ADULT,7,5,25 to 34 years,W2,West Portal,June,2016.0,z,email,True,2016,False,7.0
16881,0,ADULT,18,7,25 to 34 years,X,Main Library,July,2016.0,p,phone,False,2014,False,5.0
16882,0,ADULT,2,0,20 to 24 years,S7,Sunset,May,2016.0,z,email,True,2015,False,11.0
16883,3,SENIOR,1,2,65 to 74 years,M4,Merced,January,2016.0,p,phone,False,2006,False,7.0
16885,0,ADULT,48,25,55 to 59 years,M2,Marina,January,2016.0,p,phone,False,2003,False,2.0
16890,0,ADULT,89,106,25 to 34 years,X,Main Library,June,2016.0,z,email,True,2011,False,11.0
16892,0,ADULT,86,3,35 to 44 years,YB,Unknown,October,2014.0,a,print,False,2013,False,6.0
16893,0,ADULT,35,0,25 to 34 years,P5,Portola,July,2016.0,z,email,True,2015,False,9.0
16895,0,ADULT,256,58,45 to 54 years,E9,Excelsior,July,2016.0,z,email,True,2010,False,11.0
16906,0,ADULT,46,40,25 to 34 years,X,Main Library,November,2015.0,z,email,True,2003,False,7.0
16908,3,SENIOR,268,27,65 to 74 years,M6,Mission,July,2016.0,p,phone,False,2009,False,9.0
16910,0,ADULT,505,53,20 to 24 years,P5,Portola,September,2013.0,z,email,True,2003,False,9.0
16911,0,ADULT,1,0,25 to 34 years,X,Main Library,March,2016.0,z,email,True,2009,False,8.0
16912,0,ADULT,11,0,45 to 54 years,X,Main Library,August,2015.0,z,email,True,2014,False,5.0
16914,0,ADULT,67,29,25 to 34 years,A5,Anza,August,2015.0,z,email,True,2007,False,2.0
16915,0,ADULT,9,0,25 to 34 years,M8,Mission Bay,December,2013.0,z,email,True,2010,False,5.0
16918,0,ADULT,8,13,25 to 34 years,E9,Excelsior,June,2015.0,z,email,True,2014,False,11.0
16919,0,ADULT,326,454,35 to 44 years,I5,Ingleside,June,2016.0,z,email,True,2003,False,11.0
16921,0,ADULT,44,70,25 to 34 years,X,Main Library,November,2014.0,z,email,True,2004,False,1.0
16922,0,ADULT,26,12,35 to 44 years,N4,Noe Valley/Sally Brunn,August,2015.0,z,email,True,2009,False,8.0
16925,0,ADULT,20,13,20 to 24 years,X,Main Library,June,2016.0,z,email,True,2013,False,5.0
16928,3,SENIOR,8,1,65 to 74 years,N4,Noe Valley/Sally Brunn,June,2016.0,z,email,True,2014,False,10.0
16929,0,ADULT,110,21,35 to 44 years,B4,Bernal Heights,August,2013.0,z,email,True,2012,False,9.0
16932,0,ADULT,126,9,45 to 54 years,C2,Chinatown,July,2016.0,p,phone,True,2003,False,3.0
16934,0,ADULT,31,9,25 to 34 years,X,Main Library,October,2015.0,z,email,True,2005,False,6.0
16936,0,ADULT,8,9,35 to 44 years,M6,Mission,June,2016.0,z,email,True,2011,False,9.0
16937,0,ADULT,7,0,45 to 54 years,G4,Glen Park,November,2015.0,z,email,True,2013,False,7.0
16939,0,ADULT,11,0,35 to 44 years,A5,Anza,August,2013.0,z,email,True,2012,False,1.0
16940,0,ADULT,13,1,55 to 59 years,P3,Parkside,April,2013.0,p,phone,False,2013,False,4.0
16942,0,ADULT,1,0,25 to 34 years,G4,Glen Park,December,2013.0,z,email,True,2012,False,8.0
16944,0,ADULT,6,0,25 to 34 years,W2,West Portal,December,2015.0,z,email,True,2012,False,4.0
16945,0,ADULT,6,2,25 to 34 years,M2,Marina,June,2015.0,z,email,True,2013,False,2.0
16946,0,ADULT,233,4,25 to 34 years,X,Main Library,July,2014.0,z,email,True,2010,False,1.0
16947,0,ADULT,83,12,60 to 64 years,N6,North Beach,December,2014.0,z,email,True,2011,False,2.0
16948,0,ADULT,4,0,35 to 44 years,X,Main Library,March,2014.0,p,phone,False,2014,False,9.0
16950,0,ADULT,111,1,60 to 64 years,X,Main Library,May,2015.0,z,email,True,2003,False,8.0
16954,0,ADULT,2,3,35 to 44 years,G6,Golden Gate Valley,September,2012.0,z,email,True,2012,False,2.0
16955,0,ADULT,12,0,25 to 34 years,X,Main Library,October,2012.0,z,email,True,2012,True,3.0
16956,0,ADULT,78,95,25 to 34 years,C2,Chinatown,November,2013.0,z,email,True,2008,False,3.0
16957,3,SENIOR,47,5,65 to 74 years,X,Main Library,November,2013.0,a,print,False,2005,False,9.0
16958,0,ADULT,2,0,35 to 44 years,X,Main Library,April,2013.0,z,email,True,2013,False,3.0
16959,0,ADULT,214,19,45 to 54 years,R3,Richmond,July,2016.0,z,email,True,2005,False,1.0
16962,0,ADULT,23,64,25 to 34 years,W2,West Portal,February,2015.0,z,email,True,2014,False,7.0
16963,0,ADULT,7,2,45 to 54 years,X,Main Library,November,2014.0,z,email,True,2014,False,6.0
16964,3,SENIOR,1375,1734,65 to 74 years,M4,Merced,July,2016.0,p,phone,False,2003,False,7.0
16967,0,ADULT,5,11,35 to 44 years,P7,Potrero,May,2015.0,z,email,True,2014,False,6.0
16969,0,ADULT,1139,1377,35 to 44 years,W2,West Portal,July,2016.0,z,email,True,2007,False,7.0
16970,0,ADULT,2,0,20 to 24 years,M4,Merced,March,2014.0,z,email,True,2014,False,11.0
16972,3,SENIOR,51,30,65 to 74 years,A5,Anza,July,2016.0,z,email,True,2003,False,1.0
16973,0,ADULT,632,198,35 to 44 years,C2,Chinatown,December,2013.0,z,email,True,2005,False,4.0
16974,0,ADULT,4,13,45 to 54 years,P7,Potrero,June,2016.0,z,email,True,2016,False,10.0
16975,3,SENIOR,9,0,65 to 74 years,M4,Merced,January,2016.0,z,email,True,2011,False,7.0
16976,0,ADULT,33,29,20 to 24 years,A5,Anza,September,2015.0,z,email,True,2008,False,4.0
16977,0,ADULT,3,6,25 to 34 years,A5,Anza,April,2014.0,z,email,True,2010,False,1.0
16978,0,ADULT,101,140,35 to 44 years,B4,Bernal Heights,July,2016.0,z,email,True,2007,False,9.0
16979,0,ADULT,24,11,20 to 24 years,X,Main Library,July,2016.0,z,email,True,2015,False,3.0
16983,0,ADULT,3,1,55 to 59 years,C2,Chinatown,September,2013.0,z,email,True,2013,False,11.0
16987,0,ADULT,10,6,35 to 44 years,X,Main Library,July,2016.0,z,email,True,2016,False,6.0
16988,0,ADULT,14,3,25 to 34 years,M4,Merced,May,2015.0,p,phone,False,2003,False,7.0
16989,0,ADULT,209,24,25 to 34 years,C2,Chinatown,January,2016.0,z,email,True,2006,False,10.0
16992,0,ADULT,36,0,35 to 44 years,W2,West Portal,March,2015.0,z,email,True,2012,False,7.0
16993,16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,August,2015.0,z,email,True,2015,False,6.0
16996,0,ADULT,2,6,20 to 24 years,X,Main Library,July,2016.0,z,email,True,2015,False,5.0
16997,0,ADULT,57,12,25 to 34 years,A5,Anza,July,2016.0,z,email,True,2016,False,9.0
16998,0,ADULT,26,8,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2013,False,5.0
16999,0,ADULT,12,8,20 to 24 years,P5,Portola,April,2016.0,z,email,True,2016,False,9.0
17002,0,ADULT,13,0,60 to 64 years,X,Main Library,January,2014.0,p,phone,False,2008,False,6.0
17003,0,ADULT,17,9,35 to 44 years,W4,Western Addition,August,2015.0,z,email,True,2014,False,5.0
17004,0,ADULT,33,37,20 to 24 years,N6,North Beach,July,2016.0,z,email,True,2003,False,9.0
17005,0,ADULT,11,0,45 to 54 years,E9,Excelsior,March,2007.0,z,email,True,2003,False,11.0
17006,0,ADULT,852,98,45 to 54 years,I5,Ingleside,July,2016.0,z,email,True,2003,False,11.0
17008,0,ADULT,4,0,20 to 24 years,X,Main Library,December,2014.0,z,email,True,2013,False,11.0
17010,0,ADULT,753,1,55 to 59 years,X,Main Library,December,2015.0,z,email,True,2014,False,5.0
17011,0,ADULT,66,0,20 to 24 years,X,Main Library,July,2015.0,z,email,True,2012,False,10.0
17013,0,ADULT,1621,161,45 to 54 years,R3,Richmond,April,2016.0,z,email,True,2003,False,1.0
17014,4,WELCOME,11,0,35 to 44 years,M8,Mission Bay,January,2015.0,z,email,True,2009,False,5.0
17015,0,ADULT,46,33,45 to 54 years,X,Main Library,March,2016.0,p,phone,False,2005,False,8.0
17016,3,SENIOR,104,3,65 to 74 years,G4,Glen Park,November,2015.0,p,phone,True,2009,False,8.0
17017,0,ADULT,4,0,35 to 44 years,X,Main Library,December,2015.0,z,email,True,2012,False,8.0
17018,0,ADULT,70,116,25 to 34 years,C2,Chinatown,May,2016.0,z,email,True,2005,False,3.0
17019,0,ADULT,3,9,35 to 44 years,E7,Eureka Valley/Harvey Milk Memorial,January,2016.0,z,email,True,2013,False,8.0
17020,0,ADULT,5,0,35 to 44 years,G4,Glen Park,January,2013.0,z,email,True,2010,False,8.0
17021,0,ADULT,3,6,25 to 34 years,X,Main Library,June,2016.0,z,email,True,2014,False,3.0
17022,0,ADULT,6,4,35 to 44 years,X,Main Library,December,2010.0,z,email,True,2008,False,6.0
17023,0,ADULT,371,126,20 to 24 years,C2,Chinatown,October,2013.0,p,phone,False,2003,False,10.0
17026,0,ADULT,7,0,25 to 34 years,N4,Noe Valley/Sally Brunn,March,2016.0,z,email,True,2015,False,8.0
17027,0,ADULT,38,34,35 to 44 years,N6,North Beach,August,2009.0,z,email,True,2009,False,3.0
17030,0,ADULT,136,123,35 to 44 years,P9,Presidio,July,2016.0,z,email,True,2003,False,2.0
17031,0,ADULT,5,0,25 to 34 years,M4,Merced,August,2012.0,z,email,True,2012,False,7.0
17033,3,SENIOR,695,1,65 to 74 years,X,Main Library,July,2016.0,z,email,True,2010,False,5.0
17035,0,ADULT,1,2,25 to 34 years,X,Main Library,January,2015.0,z,email,True,2014,False,10.0
17036,0,ADULT,10,17,25 to 34 years,R3,Richmond,February,2014.0,z,email,True,2012,False,4.0
17037,0,ADULT,9,14,25 to 34 years,A5,Anza,February,2015.0,z,email,True,2014,False,1.0
17038,0,ADULT,259,51,25 to 34 years,C2,Chinatown,June,2015.0,a,print,False,2003,False,11.0
17041,0,ADULT,95,14,35 to 44 years,M2,Marina,August,2014.0,z,email,True,2005,False,2.0
17043,0,ADULT,45,32,20 to 24 years,B2,Bayview/Linda Brooks-Burton,April,2016.0,z,email,True,2008,False,10.0
17047,0,ADULT,229,0,35 to 44 years,X,Main Library,July,2016.0,z,email,True,2011,False,5.0
17048,0,ADULT,68,32,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2014,False,6.0
17049,0,ADULT,3,0,35 to 44 years,B4,Bernal Heights,July,2016.0,z,email,True,2015,False,9.0
17050,0,ADULT,14,12,20 to 24 years,O7,Ortega,November,2014.0,z,email,True,2012,False,11.0
17052,0,ADULT,869,150,35 to 44 years,I5,Ingleside,July,2016.0,z,email,True,2013,False,11.0
17053,0,ADULT,1,0,45 to 54 years,M6,Mission,June,2016.0,z,email,True,2016,False,8.0
